origin_city;destination_city
Madrid,MAD;Toulouse,TLS
Malta,MLA;Toulouse,TLS
Naples,NAP;Toulouse,TLS
London,STN;Toulouse,TLS
Sevilla,SVQ;Toulouse,TLS
Berlin,SXF;Toulouse,TLS
Warsaw,WMI;Toulouse,TLS
Bergamo,BGY;Tel-aviv,TLV
Rome,FCO;Tel-aviv,TLV
Karlsruhe/Baden-Baden,FKB;Tel-aviv,TLV
Gdansk,GDN;Tel-aviv,TLV
Krakow,KRK;Tel-aviv,TLV
Paphos,PFO;Tel-aviv,TLV
Poznan,POZ;Tel-aviv,TLV
Wroclaw,WRO;Tel-aviv,TLV
Beauvais,BVA;Tanger,TNG
Charleroi,CRL;Tanger,TNG
Hahn,HHN;Tanger,TNG
Madrid,MAD;Tanger,TNG
Marseille,MRS;Tanger,TNG
Weeze,NRN;Tanger,TNG
Bergamo,BGY;Trapani,TPS
Bologna,BLQ;Trapani,TPS
Cagliari,CAG;Trapani,TPS
Charleroi,CRL;Trapani,TPS
Pisa,PSA;Trapani,TPS
Alicante,ALC;Sandefjord,TRF
Bergamo,BGY;Sandefjord,TRF
Gdansk,GDN;Sandefjord,TRF
Krakow,KRK;Sandefjord,TRF
Gran Canaria,LPA;Sandefjord,TRF
Manchester,MAN;Sandefjord,TRF
Poznan,POZ;Sandefjord,TRF
London,STN;Sandefjord,TRF
Tenerife,TFS;Sandefjord,TRF
Warsaw,WMI;Sandefjord,TRF
Wroclaw,WRO;Sandefjord,TRF
Barcelona,BCN;Torino,TRN
Brindisi,BDS;Torino,TRN
Bari,BRI;Torino,TRN
Charleroi,CRL;Torino,TRN
Catania,CTA;Torino,TRN
Dublin,DUB;Torino,TRN
Malta,MLA;Torino,TRN
Palermo,PMO;Torino,TRN
London,STN;Torino,TRN
Valencia,VLC;Torino,TRN
Bari,BRI;Ronchi De Legionari,TRS
Rome,CIA;Ronchi De Legionari,TRS
Catania,CTA;Ronchi De Legionari,TRS
London,STN;Ronchi De Legionari,TRS
Valencia,VLC;Ronchi De Legionari,TRS
Malaga,AGP;Treviso,TSF
Brindisi,BDS;Treviso,TSF
Bari,BRI;Treviso,TSF
Brussels,BRU;Treviso,TSF
Budapest,BUD;Treviso,TSF
Beauvais,BVA;Treviso,TSF
Cagliari,CAG;Treviso,TSF
Cologne,CGN;Treviso,TSF
Charleroi,CRL;Treviso,TSF
Catania,CTA;Treviso,TSF
Dublin,DUB;Treviso,TSF
Edinburgh,EDI;Treviso,TSF
Eindhoven,EIN;Treviso,TSF
East Midlands,EMA;Treviso,TSF
Frankfurt,FRA;Treviso,TSF
Hahn,HHN;Treviso,TSF
Krakow,KRK;Treviso,TSF
Malta,MLA;Treviso,TSF
Naples,NAP;Treviso,TSF
Palermo,PMO;Treviso,TSF
Marrakech,RAK;Treviso,TSF
London,STN;Treviso,TSF
Lamezia,SUF;Treviso,TSF
Berlin,SXF;Treviso,TSF
Tenerife,TFS;Treviso,TSF
Valencia,VLC;Treviso,TSF
Warsaw,WMI;Treviso,TSF
Bergamo,BGY;Timisoara,TSR
Charleroi,CRL;Timisoara,TSR
Hahn,HHN;Timisoara,TSR
Weeze,NRN;Timisoara,TSR
Bucharest,OTP;Timisoara,TSR
London,STN;Timisoara,TSR
Berlin,SXF;Timisoara,TSR
Porto,OPO;Tours,TUF
Marrakech,RAK;Tours,TUF
London,STN;Tours,TUF
Charleroi,CRL;Varna,VAR
Barcelona,BCN;Venice,VCE
Bristol,BRS;Venice,VCE
Bergamo,BGY;Ovda,VDA
Bremen,BRE;Ovda,VDA
Bratislava,BTS;Ovda,VDA
Budapest,BUD;Ovda,VDA
Charleroi,CRL;Ovda,VDA
Karlsruhe/Baden-Baden,FKB;Ovda,VDA
Gdansk,GDN;Ovda,VDA
Hahn,HHN;Ovda,VDA
Krakow,KRK;Ovda,VDA
Kaunas,KUN;Ovda,VDA
Weeze,NRN;Ovda,VDA
Poznan,POZ;Ovda,VDA
Berlin,SXF;Ovda,VDA
Warsaw,WMI;Ovda,VDA
Barcelona,BCN;Vigo,VGO
Bergamo,BGY;Vitoria,VIT
Cologne,CGN;Vitoria,VIT
Sevilla,SVQ;Vitoria,VIT
Tenerife,TFS;Vitoria,VIT
Arrecife,ACE;Valencia,VLC
Bergamo,BGY;Valencia,VLC
Bologna,BLQ;Valencia,VLC
Bari,BRI;Valencia,VLC
Brussels,BRU;Valencia,VLC
Budapest,BUD;Valencia,VLC
Beauvais,BVA;Valencia,VLC
Cologne,CGN;Valencia,VLC
Rome,CIA;Valencia,VLC
Craiova,CRA;Valencia,VLC
Charleroi,CRL;Valencia,VLC
Dublin,DUB;Valencia,VLC
Edinburgh,EDI;Valencia,VLC
Eindhoven,EIN;Valencia,VLC
Frankfurt,FRA;Valencia,VLC
Glasgow,GLA;Valencia,VLC
Hamburg,HAM;Valencia,VLC
Hahn,HHN;Valencia,VLC
Ibiza,IBZ;Valencia,VLC
Krakow,KRK;Valencia,VLC
Gran Canaria,LPA;Valencia,VLC
Manchester,MAN;Valencia,VLC
Malta,MLA;Valencia,VLC
Marseille,MRS;Valencia,VLC
Milano,MXP;Valencia,VLC
Naples,NAP;Valencia,VLC
Weeze,NRN;Valencia,VLC
Porto,OPO;Valencia,VLC
Palma de Mallorca,PMI;Valencia,VLC
Pisa,PSA;Valencia,VLC
Marrakech,RAK;Valencia,VLC
Santiago,SCQ;Valencia,VLC
Santander,SDR;Valencia,VLC
London,STN;Valencia,VLC
Sevilla,SVQ;Valencia,VLC
Berlin,SXF;Valencia,VLC
Tenerife,TFS;Valencia,VLC
Torino,TRN;Valencia,VLC
Ronchi De Legionari,TRS;Valencia,VLC
Treviso,TSF;Valencia,VLC
Warsaw,WMI;Valencia,VLC
Barcelona,BCN;Valladolid,VLL
Sevilla,SVQ;Valladolid,VLL
Barcelona,BCN;Vilnius,VNO
Bergamo,BGY;Vilnius,VNO
Birmingham,BHX;Vilnius,VNO
Bremen,BRE;Vilnius,VNO
Beauvais,BVA;Vilnius,VNO
Cologne,CGN;Vilnius,VNO
Rome,CIA;Vilnius,VNO
Charleroi,CRL;Vilnius,VNO
Dublin,DUB;Vilnius,VNO
Hahn,HHN;Vilnius,VNO
Leeds,LBA;Vilnius,VNO
Liverpool,LPL;Vilnius,VNO
London,LTN;Vilnius,VNO
Madrid,MAD;Vilnius,VNO
Malta,MLA;Vilnius,VNO
Nuernberg,NUE;Vilnius,VNO
Oslo,OSL;Vilnius,VNO
London,STN;Vilnius,VNO
Berlin,SXF;Vilnius,VNO
Birmingham,BHX;Villafranca,VRN
Cagliari,CAG;Villafranca,VRN
Madrid,MAD;Villafranca,VRN
Palermo,PMO;Villafranca,VRN
London,STN;Villafranca,VRN
Sevilla,SVQ;Villafranca,VRN
London,STN;Vasteras,VST
Gdansk,GDN;Vaxjo,VXO
Szczecin,SZZ;Warsaw,WAW
Malaga,AGP;Warsaw,WMI
Alicante,ALC;Warsaw,WMI
Athens,ATH;Warsaw,WMI
Barcelona,BCN;Warsaw,WMI
Belfast,BFS;Warsaw,WMI
Bergamo,BGY;Warsaw,WMI
Birmingham,BHX;Warsaw,WMI
Bologna,BLQ;Warsaw,WMI
Bristol,BRS;Warsaw,WMI
Beauvais,BVA;Warsaw,WMI
Cologne,CGN;Warsaw,WMI
Rome,CIA;Warsaw,WMI
Charleroi,CRL;Warsaw,WMI
Dublin,DUB;Warsaw,WMI
Edinburgh,EDI;Warsaw,WMI
Eindhoven,EIN;Warsaw,WMI
East Midlands,EMA;Warsaw,WMI
Karlsruhe/Baden-Baden,FKB;Warsaw,WMI
Memmingen,FMM;Warsaw,WMI
Fuerteventura,FUE;Warsaw,WMI
Glasgow,GLA;Warsaw,WMI
Gothenborg,GOT;Warsaw,WMI
Leeds,LBA;Warsaw,WMI
Lisbon,LIS;Warsaw,WMI
Gran Canaria,LPA;Warsaw,WMI
Liverpool,LPL;Warsaw,WMI
Madrid,MAD;Warsaw,WMI
Manchester,MAN;Warsaw,WMI
Naples,NAP;Warsaw,WMI
Newcastle,NCL;Warsaw,WMI
Stockholm,NYO;Warsaw,WMI
Porto,OPO;Warsaw,WMI
Palma de Mallorca,PMI;Warsaw,WMI
Shannon,SNN;Warsaw,WMI
London,STN;Warsaw,WMI
Sevilla,SVQ;Warsaw,WMI
Tenerife,TFS;Warsaw,WMI
Toulouse,TLS;Warsaw,WMI
Sandefjord,TRF;Warsaw,WMI
Treviso,TSF;Warsaw,WMI
Ovda,VDA;Warsaw,WMI
Valencia,VLC;Warsaw,WMI
Malaga,AGP;Wroclaw,WRO
Belfast,BFS;Wroclaw,WRO
Bergamo,BGY;Wroclaw,WRO
Bologna,BLQ;Wroclaw,WRO
Bristol,BRS;Wroclaw,WRO
Beauvais,BVA;Wroclaw,WRO
Rome,CIA;Wroclaw,WRO
Charleroi,CRL;Wroclaw,WRO
Dublin,DUB;Wroclaw,WRO
Edinburgh,EDI;Wroclaw,WRO
East Midlands,EMA;Wroclaw,WRO
Gdansk,GDN;Wroclaw,WRO
Glasgow,GLA;Wroclaw,WRO
Leeds,LBA;Wroclaw,WRO
Lisbon,LIS;Wroclaw,WRO
Liverpool,LPL;Wroclaw,WRO
Madrid,MAD;Wroclaw,WRO
Manchester,MAN;Wroclaw,WRO
Malta,MLA;Wroclaw,WRO
Naples,NAP;Wroclaw,WRO
Newcastle,NCL;Wroclaw,WRO
Cork,ORK;Wroclaw,WRO
Palermo,PMO;Wroclaw,WRO
Shannon,SNN;Wroclaw,WRO
London,STN;Wroclaw,WRO
Tenerife,TFS;Wroclaw,WRO
Tel-aviv,TLV;Wroclaw,WRO
Sandefjord,TRF;Wroclaw,WRO
Porto,OPO;Chalons,XCR
Marrakech,RAK;Chalons,XCR
Barcelona,BCN;Jerez,XRY
Hahn,HHN;Jerez,XRY
London,STN;Jerez,XRY
Bergamo,BGY;Zaragoza,ZAZ
Charleroi,CRL;Zaragoza,ZAZ
London,STN;Zaragoza,ZAZ
Faro,FAO;Aberdeen,ABZ
Malta,MLA;Aberdeen,ABZ
Frankfurt,FRA;Agadir,AGA
Weeze,NRN;Agadir,AGA
Bratislava,BTS;Malaga,AGP
Haugesund,HAU;Malaga,AGP
Connaught,NOC;Malaga,AGP
Nuernberg,NUE;Malaga,AGP
Sandefjord,TRF;Malaga,AGP
Vasteras,VST;Malaga,AGP
Bratislava,BTS;Alghero,AHO
Charleroi,CRL;Alghero,AHO
Eindhoven,EIN;Alghero,AHO
Memmingen,FMM;Alghero,AHO
Hahn,HHN;Alghero,AHO
London,STN;Alghero,AHO
Bologna,BLQ;Alicante,ALC
Gdansk,GDN;Alicante,ALC
Haugesund,HAU;Alicante,ALC
Kerry,KIR;Alicante,ALC
Newquai,NQY;Alicante,ALC
Nuernberg,NUE;Alicante,ALC
Shannon,SNN;Alicante,ALC
Vasteras,VST;Alicante,ALC
Vaxjo,VXO;Alicante,ALC
Wroclaw,WRO;Alicante,ALC
Weeze,NRN;Ancona,AOI
Billund,BLL;Athens,ATH
Chania,CHQ;Athens,ATH
Dublin,DUB;Athens,ATH
Karlsruhe/Baden-Baden,FKB;Athens,ATH
Memmingen,FMM;Athens,ATH
Gdansk,GDN;Athens,ATH
Mykonos,JMK;Athens,ATH
Lodz,LCJ;Athens,ATH
Lappeenranta,LPP;Athens,ATH
Rzeszow,RZE;Athens,ATH
Vilnius,VNO;Athens,ATH
Wroclaw,WRO;Athens,ATH
East Midlands,EMA;Barcelona,BCN
Menorca,MAH;Barcelona,BCN
Malta,MLA;Rome,FCO
Malta,MLA;Barcelona,BCN
Beauvais,BVA;Brindisi,BDS
Manchester,MAN;Brindisi,BDS
Gerona,GRO;Belfast,BFS
London,LGW;Belfast,BFS
Billund,BLL;Bergamo,BGY
Bourgas,BOJ;Bergamo,BGY
Bremen,BRE;Bergamo,BGY
Kerkyra/corfu,CFU;Bergamo,BGY
Chania,CHQ;Bergamo,BGY
Keffallinia,EFL;Bergamo,BGY
Gothenborg,GOT;Bergamo,BGY
Ibiza,IBZ;Bergamo,BGY
Tarbes,LDE;Bergamo,BGY
Paphos,PFO;Bergamo,BGY
Palma de Mallorca,PMI;Bergamo,BGY
Rhodos,RHO;Bergamo,BGY
Santander,SDR;Bergamo,BGY
Vigo,VGO;Bergamo,BGY
Kerkyra/corfu,CFU;Birmingham,BHX
Chania,CHQ;Birmingham,BHX
Gerona,GRO;Birmingham,BHX
Ibiza,IBZ;Birmingham,BHX
Porto,OPO;Birmingham,BHX
Perpignan,PGF;Birmingham,BHX
Palma de Mallorca,PMI;Birmingham,BHX
Reus,REU;Birmingham,BHX
Dublin,DUB;Biarritz-bayonne,BIQ
Athens,ATH;Billund,BLL
Bergamo,BGY;Billund,BLL
Rome,CIA;Billund,BLL
Gerona,GRO;Billund,BLL
Malta,MLA;Billund,BLL
Palma de Mallorca,PMI;Billund,BLL
Pisa,PSA;Billund,BLL
Alicante,ALC;Bologna,BLQ
Bordeaux,BOD;Bologna,BLQ
Bristol,BRS;Bologna,BLQ
Ibiza,IBZ;Bologna,BLQ
Manchester,MAN;Bologna,BLQ
Porto,OPO;Bologna,BLQ
Palma de Mallorca,PMI;Bologna,BLQ
Thessaloniki,SKG;Bologna,BLQ
Vigo,VGO;Bologna,BLQ
Bologna,BLQ;Bordeaux,BOD
Edinburgh,EDI;Bordeaux,BOD
Gerona,GRO;Bournemouth,BOH
Gran Canaria,LPA;Bournemouth,BOH
Murcia,MJV;Bournemouth,BOH
Palma de Mallorca,PMI;Bournemouth,BOH
Bergamo,BGY;Bourgas,BOJ
Bratislava,BTS;Bourgas,BOJ
Memmingen,FMM;Bourgas,BOJ
Hahn,HHN;Bourgas,BOJ
Krakow,KRK;Bourgas,BOJ
Weeze,NRN;Bourgas,BOJ
Riga,RIX;Bourgas,BOJ
Rzeszow,RZE;Bourgas,BOJ
Tel-aviv,TLV;Bourgas,BOJ
Warsaw,WMI;Bourgas,BOJ
Bergamo,BGY;Bremen,BRE
Chania,CHQ;Bremen,BRE
Dublin,DUB;Bremen,BRE
Faro,FAO;Bremen,BRE
Gerona,GRO;Bremen,BRE
Lisbon,LIS;Bremen,BRE
Naples,NAP;Bremen,BRE
Stockholm,NYO;Bremen,BRE
Porto,OPO;Bremen,BRE
Thessaloniki,SKG;Bremen,BRE
Tallinn-ulemiste International,TLL;Bremen,BRE
Tel-aviv,TLV;Bremen,BRE
Tampere,TMP;Bremen,BRE
Dublin,DUB;Bari,BRI
Liverpool,LPL;Bari,BRI
Maastricht,MST;Bari,BRI
Bologna,BLQ;Bristol,BRS
Beziers,BZR;Bristol,BRS
Chania,CHQ;Bristol,BRS
Gerona,GRO;Bristol,BRS
Ibiza,IBZ;Bristol,BRS
Limoges,LIG;Bristol,BRS
Connaught,NOC;Bristol,BRS
Palma de Mallorca,PMI;Bristol,BRS
Palma de Mallorca,PMI;Brussels,BRU
Malaga,AGP;Bratislava,BTS
Alghero,AHO;Bratislava,BTS
Bourgas,BOJ;Bratislava,BTS
Beauvais,BVA;Bratislava,BTS
Kerkyra/corfu,CFU;Bratislava,BTS
Malta,MLA;Bratislava,BTS
Paphos,PFO;Bratislava,BTS
Palma de Mallorca,PMI;Bratislava,BTS
Thessaloniki,SKG;Bratislava,BTS
Tel-aviv,TLV;Bratislava,BTS
Kerkyra/corfu,CFU;Budapest,BUD
Malta,MLA;Budapest,BUD
Paphos,PFO;Budapest,BUD
Santander,SDR;Budapest,BUD
Tel-aviv,TLV;Budapest,BUD
Tampere,TMP;Budapest,BUD
Brindisi,BDS;Beauvais,BVA
Bratislava,BTS;Beauvais,BVA
Figari,FSC;Beauvais,BVA
Gerona,GRO;Beauvais,BVA
Malta,MLA;Beauvais,BVA
Palma de Mallorca,PMI;Beauvais,BVA
Thessaloniki,SKG;Beauvais,BVA
Zadar,ZAD;Beauvais,BVA
Zaragoza,ZAZ;Beauvais,BVA
London,STN;Brive,BVE
Glasgow,GLA;Bydgoszcz,BZG
Weeze,NRN;Bydgoszcz,BZG
Bristol,BRS;Beziers,BZR
Edinburgh,EDI;Beziers,BZR
Manchester,MAN;Beziers,BZR
Weeze,NRN;Beziers,BZR
Stockholm,NYO;Beziers,BZR
London,STN;Beziers,BZR
Weeze,NRN;Cagliari,CAG
Warsaw,WMI;Cagliari,CAG
East Midlands,EMA;Carcassonne,CCF
Glasgow,GLA;Carcassonne,CCF
Sofia,SOF;Castellón de la Plana,CDT
London,STN;Clermont-Ferrand,CFE
Bergamo,BGY;Kerkyra/corfu,CFU
Birmingham,BHX;Kerkyra/corfu,CFU
Bratislava,BTS;Kerkyra/corfu,CFU
Budapest,BUD;Kerkyra/corfu,CFU
Cologne,CGN;Kerkyra/corfu,CFU
Charleroi,CRL;Kerkyra/corfu,CFU
Edinburgh,EDI;Kerkyra/corfu,CFU
Eindhoven,EIN;Kerkyra/corfu,CFU
East Midlands,EMA;Kerkyra/corfu,CFU
Rome,FCO;Kerkyra/corfu,CFU
Frankfurt,FRA;Kerkyra/corfu,CFU
Katowice,KTW;Kerkyra/corfu,CFU
Leeds,LBA;Kerkyra/corfu,CFU
Manchester,MAN;Kerkyra/corfu,CFU
Weeze,NRN;Kerkyra/corfu,CFU
Poznan,POZ;Kerkyra/corfu,CFU
Rzeszow,RZE;Kerkyra/corfu,CFU
London,STN;Kerkyra/corfu,CFU
Treviso,TSF;Kerkyra/corfu,CFU
Warsaw,WMI;Kerkyra/corfu,CFU
Kerkyra/corfu,CFU;Cologne,CGN
Faro,FAO;Cologne,CGN
Berlin,SXF;Cologne,CGN
Athens,ATH;Chania,CHQ
Bergamo,BGY;Chania,CHQ
Birmingham,BHX;Chania,CHQ
Bremen,BRE;Chania,CHQ
Bristol,BRS;Chania,CHQ
Charleroi,CRL;Chania,CHQ
Dublin,DUB;Chania,CHQ
Eindhoven,EIN;Chania,CHQ
East Midlands,EMA;Chania,CHQ
Rome,FCO;Chania,CHQ
Memmingen,FMM;Chania,CHQ
Frankfurt,FRA;Chania,CHQ
Glasgow,GLA;Chania,CHQ
Hahn,HHN;Chania,CHQ
Krakow,KRK;Chania,CHQ
Katowice,KTW;Chania,CHQ
Leeds,LBA;Chania,CHQ
Manchester,MAN;Chania,CHQ
Weeze,NRN;Chania,CHQ
Paphos,PFO;Chania,CHQ
Pisa,PSA;Chania,CHQ
Thessaloniki,SKG;Chania,CHQ
London,STN;Chania,CHQ
Treviso,TSF;Chania,CHQ
Vilnius,VNO;Chania,CHQ
Warsaw,WMI;Chania,CHQ
Wroclaw,WRO;Chania,CHQ
Billund,BLL;Rome,CIA
East Midlands,EMA;Rome,CIA
Karlsruhe/Baden-Baden,FKB;Rome,CIA
Gothenborg,GOT;Rome,CIA
Tarbes,LDE;Rome,CIA
Weeze,NRN;Rome,CIA
Stockholm,NYO;Rome,CIA
Paphos,PFO;Rome,CIA
Prestwick,PIK;Rome,CIA
Palma de Mallorca,PMI;Rome,CIA
Rome,FCO;Comiso,CIY
Weeze,NRN;Comiso,CIY
London,STN;Comiso,CIY
Naples,NAP;Copenhagen,CPH
Porto,OPO;Copenhagen,CPH
Thessaloniki,SKG;Copenhagen,CPH
Valencia,VLC;Copenhagen,CPH
Alghero,AHO;Charleroi,CRL
Kerkyra/corfu,CFU;Charleroi,CRL
Chania,CHQ;Charleroi,CRL
Bergerac,EGC;Charleroi,CRL
Figari,FSC;Charleroi,CRL
Gerona,GRO;Charleroi,CRL
Ibiza,IBZ;Charleroi,CRL
Almeria,LEI;Charleroi,CRL
La Rochelle,LRH;Charleroi,CRL
Malta,MLA;Charleroi,CRL
Perugia,PEG;Charleroi,CRL
Palermo,PMO;Charleroi,CRL
Pula,PUY;Charleroi,CRL
Rodez,RDZ;Charleroi,CRL
Reus,REU;Charleroi,CRL
Rhodos,RHO;Charleroi,CRL
Tel-aviv,TLV;Charleroi,CRL
Villafranca,VRN;Charleroi,CRL
Zadar,ZAD;Charleroi,CRL
Marseille,MRS;Catania,CTA
Dublin,DUB;Cardiff,CWL
Faro,FAO;Cardiff,CWL
East Midlands,EMA;Dinard,DNR
London,STN;Deauville,DOL
Athens,ATH;Dublin,DUB
Biarritz-bayonne,BIQ;Dublin,DUB
Bremen,BRE;Dublin,DUB
Bari,BRI;Dublin,DUB
Chania,CHQ;Dublin,DUB
Cardiff,CWL;Dublin,DUB
Gerona,GRO;Dublin,DUB
Ibiza,IBZ;Dublin,DUB
Almeria,LEI;Dublin,DUB
La Rochelle,LRH;Dublin,DUB
Paphos,PFO;Dublin,DUB
Palma de Mallorca,PMI;Dublin,DUB
Palermo,PMO;Dublin,DUB
Pisa,PSA;Dublin,DUB
Marrakech,RAK;Dublin,DUB
Reus,REU;Dublin,DUB
Santander,SDR;Dublin,DUB
Tallinn-ulemiste International,TLL;Dublin,DUB
Tours,TUF;Dublin,DUB
Vigo,VGO;Dublin,DUB
Zadar,ZAD;Dublin,DUB
Bordeaux,BOD;Edinburgh,EDI
Beziers,BZR;Edinburgh,EDI
Kerkyra/corfu,CFU;Edinburgh,EDI
Rome,FCO;Edinburgh,EDI
Gothenborg,GOT;Edinburgh,EDI
Gerona,GRO;Edinburgh,EDI
Hamburg,HAM;Edinburgh,EDI
Hahn,HHN;Edinburgh,EDI
Ibiza,IBZ;Edinburgh,EDI
Kaunas,KUN;Edinburgh,EDI
Palma de Mallorca,PMI;Edinburgh,EDI
Pisa,PSA;Edinburgh,EDI
London,STN;Edinburgh,EDI
Szczecin,SZZ;Edinburgh,EDI
Vigo,VGO;Edinburgh,EDI
Bergamo,BGY;Keffallinia,EFL
Frankfurt,FRA;Keffallinia,EFL
London,STN;Keffallinia,EFL
Charleroi,CRL;Bergerac,EGC
East Midlands,EMA;Bergerac,EGC
Liverpool,LPL;Bergerac,EGC
Alghero,AHO;Eindhoven,EIN
Kerkyra/corfu,CFU;Eindhoven,EIN
Chania,CHQ;Eindhoven,EIN
Ibiza,IBZ;Eindhoven,EIN
Barcelona,BCN;East Midlands,EMA
Carcassonne,CCF;East Midlands,EMA
Kerkyra/corfu,CFU;East Midlands,EMA
Chania,CHQ;East Midlands,EMA
Rome,CIA;East Midlands,EMA
Dinard,DNR;East Midlands,EMA
Bergerac,EGC;East Midlands,EMA
Gerona,GRO;East Midlands,EMA
Ibiza,IBZ;East Midlands,EMA
Menorca,MAH;East Midlands,EMA
Naples,NAP;East Midlands,EMA
Palma de Mallorca,PMI;East Midlands,EMA
Pisa,PSA;East Midlands,EMA
Reus,REU;East Midlands,EMA
Rhodos,RHO;East Midlands,EMA
Valencia,VLC;East Midlands,EMA
Aberdeen,ABZ;Faro,FAO
Bremen,BRE;Faro,FAO
Cologne,CGN;Faro,FAO
Cardiff,CWL;Faro,FAO
Hamburg,HAM;Faro,FAO
London,LTN;Faro,FAO
Marseille,MRS;Faro,FAO
Newcastle,NCL;Faro,FAO
Connaught,NOC;Faro,FAO
Newquai,NQY;Faro,FAO
Cork,ORK;Faro,FAO
Shannon,SNN;Faro,FAO
Warsaw,WMI;Faro,FAO
Kerkyra/corfu,CFU;Rome,FCO
Chania,CHQ;Rome,FCO
Comiso,CIY;Rome,FCO
Edinburgh,EDI;Rome,FCO
Ibiza,IBZ;Rome,FCO
Manchester,MAN;Rome,FCO
Marseille,MRS;Rome,FCO
London,STN;Rome,FCO
Sevilla,SVQ;Rome,FCO
Pisa,PSA;Fes,FEZ
Athens,ATH;Karlsruhe/Baden-Baden,FKB
Rome,CIA;Karlsruhe/Baden-Baden,FKB
Lamezia,SUF;Karlsruhe/Baden-Baden,FKB
Zadar,ZAD;Karlsruhe/Baden-Baden,FKB
Alghero,AHO;Memmingen,FMM
Athens,ATH;Memmingen,FMM
Bourgas,BOJ;Memmingen,FMM
Chania,CHQ;Memmingen,FMM
Gerona,GRO;Memmingen,FMM
Sofia,SOF;Memmingen,FMM
London,STN;Nimes,FNI
Agadir,AGA;Frankfurt,FRA
Kerkyra/corfu,CFU;Frankfurt,FRA
Chania,CHQ;Frankfurt,FRA
Keffallinia,EFL;Frankfurt,FRA
Gerona,GRO;Frankfurt,FRA
Mykonos,JMK;Frankfurt,FRA
Thira,JTR;Frankfurt,FRA
Murcia,MJV;Frankfurt,FRA
Marseille,MRS;Frankfurt,FRA
Perugia,PEG;Frankfurt,FRA
Perpignan,PGF;Frankfurt,FRA
Pula,PUY;Frankfurt,FRA
Rijeka,RJK;Frankfurt,FRA
Zadar,ZAD;Frankfurt,FRA
Beauvais,BVA;Figari,FSC
Charleroi,CRL;Figari,FSC
Alicante,ALC;Gdansk,GDN
Athens,ATH;Gdansk,GDN
Naples,NAP;Gdansk,GDN
Newcastle,NCL;Gdansk,GDN
Pisa,PSA;Gdansk,GDN
Bydgoszcz,BZG;Glasgow,GLA
Carcassonne,CCF;Glasgow,GLA
Chania,CHQ;Glasgow,GLA
Gran Canaria,LPA;Glasgow,GLA
Palanga,PLQ;Glasgow,GLA
London,STN;Glasgow,GLA
Bergamo,BGY;Gothenborg,GOT
Rome,CIA;Gothenborg,GOT
Edinburgh,EDI;Gothenborg,GOT
Malta,MLA;Gothenborg,GOT
Palma de Mallorca,PMI;Gothenborg,GOT
Pisa,PSA;Gothenborg,GOT
Thessaloniki,SKG;Gothenborg,GOT
Zadar,ZAD;Gothenborg,GOT
Belfast,BFS;Gerona,GRO
Birmingham,BHX;Gerona,GRO
Billund,BLL;Gerona,GRO
Bournemouth,BOH;Gerona,GRO
Bremen,BRE;Gerona,GRO
Bristol,BRS;Gerona,GRO
Beauvais,BVA;Gerona,GRO
Charleroi,CRL;Gerona,GRO
Dublin,DUB;Gerona,GRO
Edinburgh,EDI;Gerona,GRO
East Midlands,EMA;Gerona,GRO
Memmingen,FMM;Gerona,GRO
Frankfurt,FRA;Gerona,GRO
Leeds,LBA;Gerona,GRO
Liverpool,LPL;Gerona,GRO
London,LTN;Gerona,GRO
Manchester,MAN;Gerona,GRO
Malta,MLA;Gerona,GRO
Maastricht,MST;Gerona,GRO
Newcastle,NCL;Gerona,GRO
Weeze,NRN;Gerona,GRO
Prestwick,PIK;Gerona,GRO
Poznan,POZ;Gerona,GRO
Pescara,PSR;Gerona,GRO
Riga,RIX;Gerona,GRO
Thessaloniki,SKG;Gerona,GRO
London,STN;Gerona,GRO
Tallinn-ulemiste International,TLL;Gerona,GRO
Wroclaw,WRO;Gerona,GRO
Edinburgh,EDI;Hamburg,HAM
Faro,FAO;Hamburg,HAM
Katowice,KTW;Hamburg,HAM
Thessaloniki,SKG;Hamburg,HAM
Lamezia,SUF;Hamburg,HAM
Sandefjord,TRF;Hamburg,HAM
Treviso,TSF;Hamburg,HAM
Villafranca,VRN;Hamburg,HAM
Malaga,AGP;Haugesund,HAU
Alicante,ALC;Haugesund,HAU
Alghero,AHO;Hahn,HHN
Bourgas,BOJ;Hahn,HHN
Chania,CHQ;Hahn,HHN
Edinburgh,EDI;Hahn,HHN
Ibiza,IBZ;Hahn,HHN
Montpellier,MPL;Hahn,HHN
Newquai,NQY;Hahn,HHN
Ponta Delgada,PDL;Hahn,HHN
Pula,PUY;Hahn,HHN
Reus,REU;Hahn,HHN
Tel-aviv,TLV;Hahn,HHN
Zadar,ZAD;Hahn,HHN
Bergamo,BGY;Ibiza,IBZ
Birmingham,BHX;Ibiza,IBZ
Bologna,BLQ;Ibiza,IBZ
Bristol,BRS;Ibiza,IBZ
Charleroi,CRL;Ibiza,IBZ
Dublin,DUB;Ibiza,IBZ
Edinburgh,EDI;Ibiza,IBZ
Eindhoven,EIN;Ibiza,IBZ
East Midlands,EMA;Ibiza,IBZ
Rome,FCO;Ibiza,IBZ
Hahn,HHN;Ibiza,IBZ
Leeds,LBA;Ibiza,IBZ
Liverpool,LPL;Ibiza,IBZ
Manchester,MAN;Ibiza,IBZ
Marseille,MRS;Ibiza,IBZ
Weeze,NRN;Ibiza,IBZ
